transaction_id,vendor_name,amount_ghs,timestamp,approval_status,category,is_fraud_label
45b16680-cf1f-4284-ad6e-3aad2f24eab5,Cannon-Kent,8874.32,2026-05-28T07:24:27,Pending,Marketing,False
d890b711-56ea-4b18-874f-43f67286932d,"Hale, Myers and Larson",23025.39,2026-05-28T09:30:29,Pending,Marketing,False
9b488822-82fd-485e-bf8b-bacf83900f44,Kelley LLC,37549.95,2026-05-28T10:20:49,Pending,Marketing,False
a00b1d32-ebe3-4d89-a26b-325709931d87,Garcia-Perry,22707.3,2026-05-28T12:09:17,Approved,Office Supplies,False
a0f392e2-59a3-41e4-bcb0-3f61cf2264f3,"Mosley, Taylor and Matthews",47810.54,2026-05-28T12:40:29,Approved,Office Supplies,False
bef87234-67f7-4fa3-bbe6-3a18c4ac5eb7,Erickson Inc,39381.81,2026-05-28T13:23:36,Flagged,Office Supplies,False
8ae16b05-9d65-4290-abe9-a9fe5ac2d769,"Vargas, Morris and Sanchez",30565.55,2026-05-28T14:02:16,Pending,Marketing,False
4f9fb634-9047-41fb-85ff-ace623d488e5,"Prince, Wilcox and Robertson",11601.78,2026-05-28T14:12:44,Pending,Logistics,False
97a024af-a4f6-4972-9da7-e017df3810f3,Baker-Atkins,19610.4,2026-05-28T14:47:01,Pending,Logistics,False
eb1c037e-3ea0-4f94-af5d-b91a3b37e52a,Prince-Sandoval,14883.19,2026-05-28T16:40:32,Flagged,Marketing,False
a6b83c0c-f8f6-479d-a670-ccb2e61e751c,Mills PLC,30570.66,2026-05-28T18:11:36,Approved,Marketing,False
bdcc3f97-4c52-4cbc-9ea9-96fa4ffa7fc2,Jackson-Mcclure,15697.44,2026-05-28T18:50:42,Flagged,IT Equipment,False
99d8a300-e96e-499d-9b83-de02b637af5d,Koch-Jimenez,33833.59,2026-05-28T21:55:41,Pending,Marketing,False
d655687f-7a10-4246-8d9c-5f1011a3785b,Ford-Phelps,13707.57,2026-05-28T22:47:40,Approved,IT Equipment,False
f855357a-fa36-435f-9ef4-f8b065d3891c,Phillips-Holland,14387.16,2026-05-28T23:30:49,Approved,Marketing,False
53db773a-6347-4dcd-8666-fee93ccbc0e5,"Santana, Lopez and Bell",39539.26,2026-05-28T23:37:47,Approved,IT Equipment,False
29404125-7cf4-4a7a-b3c9-6f10c428a4e7,"Williams, Huff and Murphy",46283.89,2026-05-29T00:38:24,Flagged,Office Supplies,False
31c27a3b-fd07-4117-a99c-09a7d27184b7,Walters-Vasquez,11994.74,2026-05-29T00:42:31,Pending,IT Equipment,False
c31a6d02-bb4d-4435-abc6-65ded7cdc20b,Wright Group,24439.98,2026-05-29T01:04:46,Flagged,IT Equipment,False
fb4495c3-2fe8-4faf-a23f-43b019386a49,"Campbell, Lee and Johnson",23136.28,2026-05-29T02:20:14,Approved,Office Supplies,False
a573a281-4667-471c-8377-5ef92a098b62,"Leblanc, Jones and Decker",24630.19,2026-05-29T05:20:25,Pending,Logistics,False
f7ac7fdc-d250-4168-b04b-f3e424a94584,"Hill, Weber and Mendez",12964.81,2026-05-29T05:48:09,Flagged,Office Supplies,False
f91eb357-ded9-4042-8368-77a267247b85,Ramos PLC,30418.31,2026-05-29T16:14:32,Approved,Logistics,False
e19c5471-8caf-4560-abcb-ee6b1bec398f,"Collins, Murphy and Hammond",31784.93,2026-05-29T17:02:28,Flagged,Office Supplies,False
23eac32b-ed23-4acc-a51c-78e398746c1d,Lynch Ltd,37365.79,2026-05-29T19:19:46,Approved,Office Supplies,False
cc5c499b-8196-46bb-9375-6e071915462c,Lambert and Sons,21782.45,2026-05-29T21:13:13,Pending,Logistics,False
b6b14f18-646c-42c8-a070-f8a2b6922172,Payne-Fritz,49907.92,2026-05-30T02:44:46,Flagged,Office Supplies,False
4640b000-f085-47c7-95a4-2374afd28dd2,Howard Group,49487.69,2026-05-30T02:53:39,Flagged,Office Supplies,False
87cbf6c4-095d-4df4-a8fc-a55f737e2ef3,Munoz-Anderson,11293.36,2026-05-30T03:56:52,Pending,Logistics,False
53a6f343-bc8a-4e35-ad77-2463273ee9d7,"Haynes, Miller and Jackson",43486.32,2026-05-30T04:07:39,Approved,Logistics,False
34ba2600-799a-4a2a-ae80-6f1fbec95c49,Davis-Shaffer,4741.29,2026-05-30T04:34:32,Pending,IT Equipment,False
b9d6b26f-7729-45dd-9e8d-c31a9ba5d35e,Cross and Sons,45438.74,2026-05-30T05:23:48,Pending,IT Equipment,False
dc6dc7dc-ef44-48c5-abbe-32a1f1989e2d,Allen-Sandoval,23502.8,2026-05-30T05:39:10,Flagged,IT Equipment,False
f716ffe0-cade-4cb9-bd0a-1352a2f50b52,"Higgins, Wilson and Wilson",27548.13,2026-05-30T11:42:39,Pending,Office Supplies,False
275472ac-d889-40f9-98e5-3f4fd92c696c,Kelley-Brooks,23374.81,2026-05-30T11:50:50,Approved,Office Supplies,False
146d5515-6f75-4d6e-a836-06c2e73c9e93,Todd-Williams,5194.2,2026-05-30T15:19:52,Approved,Logistics,False
9390f266-163c-4f1a-a3fb-d0949dc3cf22,"Dean, Wheeler and Williams",42064.32,2026-05-30T16:01:16,Flagged,Logistics,False
5d41ffee-ba05-40f9-9977-83376fd765be,Blanchard-Jones,29277.22,2026-05-30T17:29:31,Flagged,Marketing,False
59d57dc1-99fe-4972-9330-bb7eb2d49917,Armstrong Ltd,44712.31,2026-05-30T20:10:25,Approved,Logistics,False
ff2a6be3-a254-4d1c-b4d0-498abddd5ba2,Hill and Sons,41155.84,2026-05-31T02:39:35,Approved,Marketing,False
f965e7a2-11d7-4949-9e58-f91f237fc60b,Lewis-Perez,23353.48,2026-05-31T03:02:51,Pending,Logistics,False
02bd8831-1aae-4e17-94b0-04914752aee9,Banks-Robles,45313.61,2026-05-31T03:32:22,Approved,Logistics,False
532f1b14-09af-48a5-95a7-adf446575338,James-Hogan,2713.87,2026-05-31T04:16:45,Pending,IT Equipment,False
2930f673-f2bc-484a-8403-674aee17da49,Sanchez Group,47938.3,2026-05-31T10:22:00,Pending,Logistics,False
0afeb1e6-62a8-4339-8c55-3188d7050708,Richards-Ford,21813.47,2026-05-31T14:32:57,Pending,Logistics,False
dbf9dbd0-1494-4eb3-b806-bd27afb60c7d,French-Williams,22335.7,2026-05-31T15:29:40,Approved,Marketing,False
8277510d-520b-48d6-8283-1db9bb14d1d2,Schwartz-Brown,17241.83,2026-05-31T15:34:56,Pending,IT Equipment,False
f71ba384-a4ca-4c75-9f5c-79245c21f354,"Mcbride, Byrd and Oliver",33005.73,2026-05-31T20:22:32,Pending,Office Supplies,False
9ab6044f-b06d-417f-9b8c-2568c50b8ce8,Jefferson-Burke,6778.89,2026-05-31T22:10:38,Flagged,Logistics,False
5bf8c7bb-f9d1-448a-9e07-da80f5b2566c,Roth-Clayton,12001.24,2026-06-01T00:17:22,Flagged,Office Supplies,False
6b973701-783b-479a-8f16-073a597243ee,Dixon-Hernandez,29894.13,2026-06-01T00:49:19,Pending,Marketing,False
a58d2320-e90c-48f1-844a-dec7a70e8358,Butler Group,3261.88,2026-06-01T04:05:45,Flagged,IT Equipment,False
7a008150-c5fa-418a-bda4-40cab12f9b66,Dixon-Hernandez,29894.13,2026-06-01T05:49:19,Approved,Office Supplies,True
876d4d1b-f4cd-4c5e-8376-68e945ab871f,"Curry, Carroll and Roberts",10973.39,2026-06-01T05:51:49,Pending,IT Equipment,False
11f81af4-e8d6-49e9-9d28-46ab3ef88629,Tran Ltd,18077.5,2026-06-01T10:21:04,Flagged,Marketing,False
ff0e2851-d25c-46f2-a0ab-9b7ea159795a,"Jones, Owens and Holmes",8313.4,2026-06-01T15:08:23,Flagged,Office Supplies,False
dfd6dd80-5ce2-44dd-a944-c73e1f81bc12,Williams-Cook,41668.54,2026-06-01T20:55:49,Flagged,IT Equipment,False
cd5e48a5-f910-4512-a260-3f566e366325,Harris PLC,41086.56,2026-06-01T21:22:53,Pending,Marketing,False
c6b3d321-0f0f-4cff-94cc-4bb4907b5e6e,Harris-Barker,30018.0,2026-06-01T23:28:42,Flagged,IT Equipment,False
e447416f-4011-4fd7-8b27-938140721ad4,Burgess-Thompson,6006.37,2026-06-02T00:03:11,Flagged,IT Equipment,False
f7f0e600-6d0f-429e-8efa-fae7a359ab79,Ward-Nelson,440.39,2026-06-02T00:51:44,Approved,Office Supplies,False
b5810396-9008-4dc7-adff-3971e381bd2e,Ayala-Mullins,19711.17,2026-06-02T02:21:06,Flagged,Office Supplies,False
bfb2585b-a96e-435a-978b-885580010732,"Martin, Sanchez and Perkins",45732.47,2026-06-02T02:52:31,Approved,Marketing,False
1b1131e6-be22-4030-822f-c8d94dd43fa8,Mendez-Robinson,41958.37,2026-06-02T03:20:11,Pending,Office Supplies,False
010589f6-7804-4817-a739-b866dd06c567,Boone Group,18826.68,2026-06-02T04:11:22,Pending,IT Equipment,False
74be95aa-71e7-4ce8-8939-126e9d319fc5,"Singh, Graham and Larsen",16233.28,2026-06-02T05:03:13,Flagged,IT Equipment,False
df32f126-13ba-42f4-9dd9-cbbf03a298f9,Hall-Harding,20944.57,2026-06-02T09:15:43,Flagged,Logistics,False
c4813561-a498-4449-b5c3-3cf0adc61866,"Foster, Garcia and Turner",24583.9,2026-06-02T10:03:14,Approved,Marketing,False
b4d879f7-3d4e-42f3-938f-e26b744f9524,"Barrett, Thompson and Smith",20369.85,2026-06-02T11:49:30,Flagged,Logistics,False
e06a1950-d145-491d-945f-b90b641e681b,Brown-Dickerson,34823.38,2026-06-02T12:10:58,Approved,IT Equipment,False
b1ef745a-7639-4ebc-bdf8-f316dd02d5ea,"Ramos, Robinson and Mosley",27081.78,2026-06-02T18:21:10,Approved,Marketing,False
63943984-a90d-4af8-ae1b-a3f89ee06e7d,"Walker, Cunningham and Zuniga",39578.4,2026-06-02T19:49:17,Pending,Logistics,False
2d218dc3-82aa-4ae1-9c65-59c9aab3f86f,Mcdonald Inc,49026.43,2026-06-02T20:05:10,Approved,Marketing,False
86c8def6-3387-4c3b-876e-4a0ff1c6ad33,"Christensen, Dunn and Dean",13456.69,2026-06-02T21:27:43,Flagged,Logistics,False
c2b9d4bb-7349-4d89-a2c2-05e5fd11e6f5,"Walker, Hernandez and Baker",27961.14,2026-06-02T23:31:59,Approved,Logistics,False
147c624b-a3d8-4f0f-ad44-6cf4a62dd430,"Smith, Green and Perkins",33688.93,2026-06-03T08:37:22,Pending,Marketing,False
8c602e8c-766b-4d76-8235-ba107337bfba,Marsh Ltd,25061.25,2026-06-03T16:34:15,Pending,Logistics,False
f1dd3573-e1a2-4ec9-b618-5009f823e5d1,"Dawson, Stafford and Evans",18245.33,2026-06-03T17:27:33,Flagged,Office Supplies,False
1728b151-9952-4198-b2b2-924feb06c921,Terry Group,10898.35,2026-06-03T18:47:04,Approved,Logistics,False
fb7dedef-f52b-4fbd-ab34-2ca77db03058,Orozco-Miller,17907.42,2026-06-03T19:33:34,Approved,Marketing,False
67c90e4a-833a-4ec2-afed-890ebe3cd93b,"Bartlett, Brown and Martinez",8556.55,2026-06-04T00:39:01,Pending,Office Supplies,False
2cd31e07-3ecc-4404-a319-a103a55697c3,Mckinney-Moore,469.42,2026-06-04T02:15:12,Pending,Logistics,False
f3c890a5-4c63-4bc5-b068-db06aa338fe3,Brown Ltd,49878.8,2026-06-04T02:45:16,Flagged,Logistics,False
41bc8051-11a6-4c13-af53-9baa66f64ec1,Lloyd PLC,29183.64,2026-06-04T03:07:33,Approved,IT Equipment,False
a0cd2573-7e20-4cb3-b688-54befd6ed1b4,"Cruz, Middleton and Larsen",9214.24,2026-06-04T03:34:02,Pending,Office Supplies,False
a2fce4e6-2763-440d-9954-8685b6362b0e,"Henson, Russell and Oliver",23278.99,2026-06-04T04:14:02,Approved,Office Supplies,False
9e71e80e-7ad5-4605-ab07-532302edebaa,"Cowan, Peters and Higgins",27822.89,2026-06-04T04:48:04,Approved,IT Equipment,False
460e743a-5fae-4c2e-94f6-80dae86cfaf7,Lee-Cooke,22495.98,2026-06-04T05:08:49,Approved,IT Equipment,False
edb041ca-0fdc-4201-944a-dd81211243dc,Wright LLC,34960.48,2026-06-04T05:33:27,Pending,Office Supplies,False
1b2684cc-34c5-4280-a476-a83b13dee266,Gonzalez LLC,28966.5,2026-06-04T07:35:04,Flagged,Logistics,False
3448bef2-f5bd-435a-8fee-7008b01b7f50,Huff LLC,15121.25,2026-06-04T07:35:40,Approved,Logistics,False
ee37c637-6b14-4074-aa32-6b25d61637e9,Lawson Group,28367.83,2026-06-04T10:10:37,Approved,Logistics,False
534acace-b346-4d15-a9de-6796163b9ca3,Smith PLC,44742.98,2026-06-04T12:07:40,Pending,Marketing,False
2f93c48c-833c-4d43-b2d1-9abf58167eb7,Santana-Byrd,43802.1,2026-06-04T12:12:30,Approved,Marketing,False
fba88073-1313-48d1-942b-b154b4c5048b,Buckley and Sons,6943.94,2026-06-04T12:22:17,Approved,Marketing,False
a9cc7fd0-940c-4168-8626-d0b88c87c6e2,Meyer PLC,34532.28,2026-06-04T15:27:31,Pending,Marketing,False
b686c15b-9b2b-44bc-b1e2-62c2287c544f,"Howard, Silva and Hall",3939.6,2026-06-04T16:03:04,Approved,Office Supplies,False
f745b43d-ef82-4716-b690-a90f913a233e,Peterson Group,17213.13,2026-06-04T19:01:59,Flagged,Logistics,False
83e14343-fdda-40ee-92bb-5d7cf0b71406,Ramirez-Baker,24820.5,2026-06-04T19:05:24,Flagged,IT Equipment,False
485f36e1-a126-430b-94ab-eefda9903b6c,Anderson PLC,1571.31,2026-06-04T19:33:24,Approved,Logistics,False
4c61e741-918a-4b6a-8525-aa118342cf9b,"Romero, Gonzalez and Brooks",41079.38,2026-06-04T20:32:06,Flagged,Logistics,False
50679517-323e-4fd2-8291-25d5086139e7,"Wilson, Hall and Logan",48320.17,2026-06-04T21:06:30,Approved,Office Supplies,False
856ab4bb-2df8-40c4-b111-500d75d85465,"Duncan, Sweeney and Jones",27744.8,2026-06-04T21:35:05,Pending,Office Supplies,False
f2dd82c3-7da6-4c1a-808c-6998be8c1403,Sandoval LLC,7267.98,2026-06-05T07:41:43,Flagged,Logistics,False
2260c6da-1bb4-49bc-86c9-c094fa884a11,"Ellison, Arias and Thompson",41748.68,2026-06-05T08:55:24,Pending,IT Equipment,False
682b6cf2-1575-4f8b-a0b2-e927a803ae01,Porter PLC,33574.46,2026-06-05T08:57:37,Pending,Office Supplies,False
0c2adedd-bb63-45ce-8455-74f5252b1433,Adams-Thomas,9199.34,2026-06-05T09:43:12,Pending,IT Equipment,False
4488e667-ecc9-4ad9-ad7e-385e73dd33ad,Aguirre-Benjamin,37164.72,2026-06-05T13:03:25,Approved,IT Equipment,False
1d6d58fe-033d-41cf-8c60-89460e388952,"Zuniga, Wong and Lynch",44020.34,2026-06-05T18:52:50,Flagged,Office Supplies,False
3c51ae91-f0c8-4620-a8b4-61ba7e4582b7,Farrell Group,13218.15,2026-06-05T22:25:01,Flagged,Marketing,False
da84edfd-4f4f-4b2a-a3f7-fd62b0f80a66,Johnson-Vega,47576.5,2026-06-05T22:46:06,Pending,Office Supplies,False
af9d110d-28f4-4ba5-bc23-7ee9ef1b3a18,Mcconnell-Frey,37828.49,2026-06-06T00:52:37,Approved,Office Supplies,False
